date,team,resource_category,resource_name,cost,utilization,is_weekend,month,quarter
2024-01-02,MAC3,Database,EmployeeDB,357.99,62,False,1,Q1
2024-01-02,MAC4,Compute,Notification-Service,275.38,49,False,1,Q1
2024-01-02,MAC4,Storage,DataLakeStorage,94.0,67,False,1,Q1
2024-01-02,MAC4,Database,InventoryDB,183.42,64,False,1,Q1
2024-01-02,MAC5,Compute,Analytics-Engine,716.27,58,False,1,Q1
2024-01-02,MAC5,Storage,AuditLogStorage,322.88,70,False,1,Q1
2024-01-02,MAC5,Database,InventoryDB,419.05,67,False,1,Q1
2024-01-02,MAC6,Compute,Integration-Gateway,537.28,73,False,1,Q1
2024-01-02,MAC6,Storage,AuditLogStorage,193.54,60,False,1,Q1
2024-01-02,MAC6,Database,FinanceDB,331.04,52,False,1,Q1
2024-01-03,Finance,Compute,Analytics-Engine,335.91,67,False,1,Q1
2024-01-03,Finance,Storage,AuditLogStorage,123.1,63,False,1,Q1
2024-01-03,Finance,Database,ReportingDB,193.99,57,False,1,Q1
2024-01-03,HR,Compute,OrderProcessing-Service,172.83,57,False,1,Q1
2024-01-03,HR,Storage,DataLakeStorage,59.37,67,False,1,Q1
2024-01-03,HR,Database,CustomerDB,119.57,71,False,1,Q1
2024-01-03,MAC1,Compute,Analytics-Engine,502.45,65,False,1,Q1
2024-01-03,MAC1,Storage,DocumentArchive,162.06,59,False,1,Q1
2024-01-03,MAC1,Database,ReportingDB,302.3,84,False,1,Q1
2024-01-03,MAC2,Compute,Integration-Gateway,417.47,66,False,1,Q1
2024-01-03,MAC2,Storage,DocumentArchive,158.21,55,False,1,Q1
2024-01-03,MAC2,Database,CustomerDB,283.62,74,False,1,Q1
2024-01-03,MAC3,Compute,OrderProcessing-Service,640.03,59,False,1,Q1
2024-01-03,MAC3,Storage,BackupStorageAccount,258.66,57,False,1,Q1
2024-01-03,MAC3,Database,EmployeeDB,372.39,84,False,1,Q1
2024-01-03,MAC4,Compute,Notification-Service,251.75,57,False,1,Q1
2024-01-03,MAC4,Storage,DataLakeStorage,96.46,61,False,1,Q1
2024-01-03,MAC4,Database,InventoryDB,143.7,61,False,1,Q1
2024-01-03,MAC5,Compute,Analytics-Engine,701.15,65,False,1,Q1
2024-01-03,MAC5,Storage,AuditLogStorage,278.89,74,False,1,Q1
2024-01-03,MAC5,Database,InventoryDB,410.43,60,False,1,Q1
2024-01-03,MAC6,Compute,Integration-Gateway,567.98,57,False,1,Q1
2024-01-03,MAC6,Storage,AuditLogStorage,208.84,76,False,1,Q1
2024-01-03,MAC6,Database,FinanceDB,297.88,61,False,1,Q1
2024-01-04,Finance,Compute,Analytics-Engine,335.03,71,False,1,Q1
2024-01-04,Finance,Storage,AuditLogStorage,110.9,50,False,1,Q1
2024-01-04,Finance,Database,ReportingDB,227.94,68,False,1,Q1
2024-01-04,HR,Compute,OrderProcessing-Service,181.29,68,False,1,Q1
2024-01-04,HR,Storage,DataLakeStorage,56.88,64,False,1,Q1
2024-01-04,HR,Database,CustomerDB,106.34,60,False,1,Q1
2024-01-04,MAC1,Compute,Analytics-Engine,565.96,74,False,1,Q1
2024-01-04,MAC1,Storage,DocumentArchive,173.26,66,False,1,Q1
2024-01-04,MAC1,Database,ReportingDB,277.48,68,False,1,Q1
2024-01-04,MAC2,Compute,Integration-Gateway,463.47,61,False,1,Q1
2024-01-04,MAC2,Storage,DocumentArchive,170.95,70,False,1,Q1
2024-01-04,MAC2,Database,CustomerDB,277.06,82,False,1,Q1
2024-01-04,MAC3,Compute,OrderProcessing-Service,590.41,58,False,1,Q1
2024-01-04,MAC3,Storage,BackupStorageAccount,216.12,55,False,1,Q1
2024-01-04,MAC3,Database,EmployeeDB,353.67,67,False,1,Q1
2024-01-04,MAC4,Compute,Notification-Service,279.52,72,False,1,Q1
2024-01-04,MAC4,Storage,DataLakeStorage,95.81,76,False,1,Q1
2024-01-04,MAC4,Database,InventoryDB,160.6,86,False,1,Q1
2024-01-04,MAC5,Compute,Analytics-Engine,805.12,59,False,1,Q1
2024-01-04,MAC5,Storage,AuditLogStorage,275.41,65,False,1,Q1
2024-01-04,MAC5,Database,InventoryDB,430.3,70,False,1,Q1
2024-01-04,MAC6,Compute,Integration-Gateway,553.61,65,False,1,Q1
2024-01-04,MAC6,Storage,AuditLogStorage,191.26,50,False,1,Q1
2024-01-04,MAC6,Database,FinanceDB,329.72,70,False,1,Q1
2024-01-05,Finance,Compute,Analytics-Engine,317.2,55,False,1,Q1
2024-01-05,Finance,Storage,AuditLogStorage,118.57,68,False,1,Q1
2024-01-05,Finance,Database,ReportingDB,193.21,63,False,1,Q1
2024-01-05,HR,Compute,OrderProcessing-Service,974.3,85,False,1,Q1
2024-01-05,HR,Storage,DataLakeStorage,58.79,70,False,1,Q1
2024-01-05,HR,Database,CustomerDB,107.27,76,False,1,Q1
2024-01-05,MAC1,Compute,Analytics-Engine,416.4,53,False,1,Q1
2024-01-05,MAC1,Storage,DocumentArchive,189.49,70,False,1,Q1
2024-01-05,MAC1,Database,ReportingDB,297.77,97,False,1,Q1
2024-01-05,MAC2,Compute,Integration-Gateway,421.51,75,False,1,Q1
2024-01-05,MAC2,Storage,DocumentArchive,162.35,72,False,1,Q1
2024-01-05,MAC2,Database,CustomerDB,240.83,70,False,1,Q1
2024-01-05,MAC3,Compute,OrderProcessing-Service,537.02,60,False,1,Q1
2024-01-05,MAC3,Storage,BackupStorageAccount,212.57,64,False,1,Q1
2024-01-05,MAC3,Database,EmployeeDB,400.87,56,False,1,Q1
2024-01-05,MAC4,Compute,Notification-Service,274.1,54,False,1,Q1
2024-01-05,MAC4,Storage,DataLakeStorage,87.51,72,False,1,Q1
2024-01-05,MAC4,Database,InventoryDB,156.7,56,False,1,Q1
2024-01-05,MAC5,Compute,Analytics-Engine,687.14,68,False,1,Q1
2024-01-05,MAC5,Storage,AuditLogStorage,269.6,64,False,1,Q1
2024-01-05,MAC5,Database,InventoryDB,418.0,59,False,1,Q1
2024-01-05,MAC6,Compute,Integration-Gateway,593.82,76,False,1,Q1
2024-01-05,MAC6,Storage,AuditLogStorage,163.37,60,False,1,Q1
2024-01-05,MAC6,Database,FinanceDB,307.72,69,False,1,Q1
2024-01-06,Finance,Compute,Analytics-Engine,221.42,61,True,1,Q1
2024-01-06,Finance,Storage,AuditLogStorage,92.23,73,True,1,Q1
2024-01-06,Finance,Database,ReportingDB,564.0,92,True,1,Q1
2024-01-06,HR,Compute,OrderProcessing-Service,123.13,58,True,1,Q1
2024-01-06,HR,Storage,DataLakeStorage,49.44,73,True,1,Q1
2024-01-06,HR,Database,CustomerDB,67.28,68,True,1,Q1
2024-01-06,MAC1,Compute,Analytics-Engine,415.02,79,True,1,Q1
2024-01-06,MAC1,Storage,DocumentArchive,121.2,56,True,1,Q1
2024-01-06,MAC1,Database,ReportingDB,238.79,62,True,1,Q1
2024-01-06,MAC2,Compute,Integration-Gateway,316.48,72,True,1,Q1
2024-01-06,MAC2,Storage,DocumentArchive,105.88,61,True,1,Q1
2024-01-06,MAC2,Database,CustomerDB,138.75,47,True,1,Q1
2024-01-06,MAC3,Compute,OrderProcessing-Service,425.27,54,True,1,Q1
2024-01-06,MAC3,Storage,BackupStorageAccount,189.6,58,True,1,Q1
2024-01-06,MAC3,Database,EmployeeDB,247.45,64,True,1,Q1
2024-01-06,MAC4,Compute,Notification-Service,219.67,57,True,1,Q1
2024-01-06,MAC4,Storage,DataLakeStorage,75.35,68,True,1,Q1
2024-01-06,MAC4,Database,InventoryDB,108.9,65,True,1,Q1
2024-01-06,MAC5,Compute,Analytics-Engine,561.53,60,True,1,Q1
2024-01-06,MAC5,Storage,AuditLogStorage,218.36,62,True,1,Q1
2024-01-06,MAC5,Database,InventoryDB,318.71,70,True,1,Q1
2024-01-06,MAC6,Compute,Integration-Gateway,433.02,59,True,1,Q1
2024-01-06,MAC6,Storage,AuditLogStorage,173.01,55,True,1,Q1
2024-01-06,MAC6,Database,FinanceDB,243.33,69,True,1,Q1
2024-01-07,Finance,Compute,Analytics-Engine,228.34,60,True,1,Q1
2024-01-07,Finance,Storage,AuditLogStorage,82.35,60,True,1,Q1
2024-01-07,Finance,Database,ReportingDB,141.86,70,True,1,Q1
2024-01-07,HR,Compute,OrderProcessing-Service,124.34,60,True,1,Q1
2024-01-07,HR,Storage,DataLakeStorage,43.86,69,True,1,Q1
2024-01-07,HR,Database,CustomerDB,75.27,72,True,1,Q1
2024-01-07,MAC1,Compute,Analytics-Engine,312.95,58,True,1,Q1
2024-01-07,MAC1,Storage,DocumentArchive,138.14,71,True,1,Q1
2024-01-07,MAC1,Database,ReportingDB,204.49,65,True,1,Q1
2024-01-07,MAC2,Compute,Integration-Gateway,318.27,63,True,1,Q1
2024-01-07,MAC2,Storage,DocumentArchive,112.78,64,True,1,Q1
2024-01-07,MAC2,Database,CustomerDB,173.9,73,True,1,Q1
2024-01-07,MAC3,Compute,OrderProcessing-Service,437.22,73,True,1,Q1
2024-01-07,MAC3,Storage,BackupStorageAccount,175.01,68,True,1,Q1
2024-01-07,MAC3,Database,EmployeeDB,255.57,64,True,1,Q1
2024-01-07,MAC4,Compute,Notification-Service,190.87,64,True,1,Q1
2024-01-07,MAC4,Storage,DataLakeStorage,65.62,70,True,1,Q1
2024-01-07,MAC4,Database,InventoryDB,104.32,79,True,1,Q1
2024-01-07,MAC5,Compute,Analytics-Engine,480.3,52,True,1,Q1
2024-01-07,MAC5,Storage,AuditLogStorage,224.22,74,True,1,Q1
2024-01-07,MAC5,Database,InventoryDB,313.38,71,True,1,Q1
2024-01-07,MAC6,Compute,Integration-Gateway,362.65,57,True,1,Q1
2024-01-07,MAC6,Storage,AuditLogStorage,140.47,59,True,1,Q1
2024-01-07,MAC6,Database,FinanceDB,250.85,66,True,1,Q1
2024-01-08,Finance,Compute,Analytics-Engine,306.79,60,False,1,Q1
2024-01-08,Finance,Storage,AuditLogStorage,127.25,61,False,1,Q1
2024-01-08,Finance,Database,ReportingDB,204.59,64,False,1,Q1
2024-01-08,HR,Compute,OrderProcessing-Service,181.28,61,False,1,Q1
2024-01-08,HR,Storage,DataLakeStorage,57.91,65,False,1,Q1
2024-01-08,HR,Database,CustomerDB,91.9,49,False,1,Q1
2024-01-08,MAC1,Compute,Analytics-Engine,464.73,61,False,1,Q1
2024-01-08,MAC1,Storage,DocumentArchive,196.52,77,False,1,Q1
2024-01-08,MAC1,Database,ReportingDB,322.0,66,False,1,Q1
2024-01-08,MAC2,Compute,Integration-Gateway,424.16,56,False,1,Q1
2024-01-08,MAC2,Storage,DocumentArchive,158.72,62,False,1,Q1
2024-01-08,MAC2,Database,CustomerDB,267.09,59,False,1,Q1
2024-01-08,MAC3,Compute,OrderProcessing-Service,628.51,78,False,1,Q1
2024-01-08,MAC3,Storage,BackupStorageAccount,231.12,67,False,1,Q1
2024-01-08,MAC3,Database,EmployeeDB,376.27,63,False,1,Q1
2024-01-08,MAC4,Compute,Notification-Service,278.54,65,False,1,Q1
2024-01-08,MAC4,Storage,DataLakeStorage,96.52,59,False,1,Q1
2024-01-08,MAC4,Database,InventoryDB,164.51,69,False,1,Q1
2024-01-08,MAC5,Compute,Analytics-Engine,857.85,76,False,1,Q1
2024-01-08,MAC5,Storage,AuditLogStorage,353.97,64,False,1,Q1
2024-01-08,MAC5,Database,InventoryDB,469.86,68,False,1,Q1
2024-01-08,MAC6,Compute,Integration-Gateway,627.52,64,False,1,Q1
2024-01-08,MAC6,Storage,AuditLogStorage,191.58,57,False,1,Q1
2024-01-08,MAC6,Database,FinanceDB,284.13,54,False,1,Q1
2024-01-09,Finance,Compute,Analytics-Engine,308.6,64,False,1,Q1
2024-01-09,Finance,Storage,AuditLogStorage,126.58,80,False,1,Q1
2024-01-09,Finance,Database,ReportingDB,235.69,63,False,1,Q1
2024-01-09,HR,Compute,OrderProcessing-Service,165.04,66,False,1,Q1
2024-01-09,HR,Storage,DataLakeStorage,53.83,75,False,1,Q1
2024-01-09,HR,Database,CustomerDB,113.76,64,False,1,Q1
2024-01-09,MAC1,Compute,Analytics-Engine,425.63,71,False,1,Q1
2024-01-09,MAC1,Storage,DocumentArchive,190.05,74,False,1,Q1
2024-01-09,MAC1,Database,ReportingDB,262.97,55,False,1,Q1
2024-01-09,MAC2,Compute,Integration-Gateway,425.14,65,False,1,Q1
2024-01-09,MAC2,Storage,DocumentArchive,153.29,68,False,1,Q1
2024-01-09,MAC2,Database,CustomerDB,238.22,60,False,1,Q1
2024-01-09,MAC3,Compute,OrderProcessing-Service,609.55,69,False,1,Q1
2024-01-09,MAC3,Storage,BackupStorageAccount,246.54,57,False,1,Q1
2024-01-09,MAC3,Database,EmployeeDB,312.97,70,False,1,Q1
2024-01-09,MAC4,Compute,Notification-Service,280.96,59,False,1,Q1
2024-01-09,MAC4,Storage,DataLakeStorage,107.68,70,False,1,Q1
2024-01-09,MAC4,Database,InventoryDB,179.7,68,False,1,Q1
2024-01-09,MAC5,Compute,Analytics-Engine,895.88,84,False,1,Q1
2024-01-09,MAC5,Storage,AuditLogStorage,296.12,72,False,1,Q1
2024-01-09,MAC5,Database,InventoryDB,462.17,77,False,1,Q1
2024-01-09,MAC6,Compute,Integration-Gateway,492.88,67,False,1,Q1
2024-01-09,MAC6,Storage,AuditLogStorage,222.82,53,False,1,Q1
2024-01-09,MAC6,Database,FinanceDB,309.97,45,False,1,Q1
2024-01-10,Finance,Compute,Analytics-Engine,321.54,69,False,1,Q1
2024-01-10,Finance,Storage,AuditLogStorage,138.04,69,False,1,Q1
2024-01-10,Finance,Database,ReportingDB,247.63,58,False,1,Q1
2024-01-10,HR,Compute,OrderProcessing-Service,153.6,59,False,1,Q1
2024-01-10,HR,Storage,DataLakeStorage,62.04,65,False,1,Q1
2024-01-10,HR,Database,CustomerDB,86.77,58,False,1,Q1
2024-01-10,MAC1,Compute,Analytics-Engine,441.89,66,False,1,Q1
2024-01-10,MAC1,Storage,DocumentArchive,197.5,58,False,1,Q1
2024-01-10,MAC1,Database,ReportingDB,289.11,55,False,1,Q1
2024-01-10,MAC2,Compute,Integration-Gateway,423.0,72,False,1,Q1
2024-01-10,MAC2,Storage,DocumentArchive,146.54,66,False,1,Q1
2024-01-10,MAC2,Database,CustomerDB,249.51,57,False,1,Q1
2024-01-10,MAC3,Compute,OrderProcessing-Service,598.87,56,False,1,Q1
2024-01-10,MAC3,Storage,BackupStorageAccount,223.04,53,False,1,Q1
2024-01-10,MAC3,Database,EmployeeDB,413.04,70,False,1,Q1
2024-01-10,MAC4,Compute,Notification-Service,258.4,64,False,1,Q1
2024-01-10,MAC4,Storage,DataLakeStorage,94.94,62,False,1,Q1
2024-01-10,MAC4,Database,InventoryDB,172.31,72,False,1,Q1
2024-01-10,MAC5,Compute,Analytics-Engine,736.9,58,False,1,Q1
2024-01-10,MAC5,Storage,AuditLogStorage,295.67,45,False,1,Q1
2024-01-10,MAC5,Database,InventoryDB,386.44,71,False,1,Q1
2024-01-10,MAC6,Compute,Integration-Gateway,604.56,67,False,1,Q1
2024-01-10,MAC6,Storage,AuditLogStorage,214.96,69,False,1,Q1
2024-01-10,MAC6,Database,FinanceDB,426.82,82,False,1,Q1
2024-01-11,Finance,Compute,Analytics-Engine,325.33,56,False,1,Q1
2024-01-11,Finance,Storage,AuditLogStorage,107.42,62,False,1,Q1
2024-01-11,Finance,Database,ReportingDB,205.87,51,False,1,Q1
2024-01-11,HR,Compute,OrderProcessing-Service,168.66,54,False,1,Q1
2024-01-11,HR,Storage,DataLakeStorage,68.32,76,False,1,Q1
2024-01-11,HR,Database,CustomerDB,103.91,76,False,1,Q1
2024-01-11,MAC1,Compute,Analytics-Engine,496.58,58,False,1,Q1
2024-01-11,MAC1,Storage,DocumentArchive,215.31,73,False,1,Q1
2024-01-11,MAC1,Database,ReportingDB,276.57,60,False,1,Q1
2024-01-11,MAC2,Compute,Integration-Gateway,395.5,51,False,1,Q1
2024-01-11,MAC2,Storage,DocumentArchive,170.93,82,False,1,Q1
2024-01-11,MAC2,Database,CustomerDB,231.5,65,False,1,Q1
2024-01-11,MAC3,Compute,OrderProcessing-Service,572.89,59,False,1,Q1
2024-01-11,MAC3,Storage,BackupStorageAccount,222.43,56,False,1,Q1
2024-01-11,MAC3,Database,EmployeeDB,358.5,58,False,1,Q1
2024-01-11,MAC4,Compute,Notification-Service,279.69,65,False,1,Q1
2024-01-11,MAC4,Storage,DataLakeStorage,93.99,57,False,1,Q1
2024-01-11,MAC4,Database,InventoryDB,156.68,69,False,1,Q1
2024-01-11,MAC5,Compute,Analytics-Engine,800.88,58,False,1,Q1
2024-01-11,MAC5,Storage,AuditLogStorage,304.91,71,False,1,Q1
2024-01-11,MAC5,Database,InventoryDB,381.25,64,False,1,Q1
2024-01-11,MAC6,Compute,Integration-Gateway,506.07,67,False,1,Q1
2024-01-11,MAC6,Storage,AuditLogStorage,192.99,48,False,1,Q1
2024-01-11,MAC6,Database,FinanceDB,297.96,60,False,1,Q1
2024-01-12,Finance,Compute,Analytics-Engine,318.81,58,False,1,Q1
2024-01-12,Finance,Storage,AuditLogStorage,123.1,53,False,1,Q1
2024-01-12,Finance,Database,ReportingDB,1279.34,85,False,1,Q1
2024-01-12,HR,Compute,OrderProcessing-Service,160.17,63,False,1,Q1
2024-01-12,HR,Storage,DataLakeStorage,53.26,59,False,1,Q1
2024-01-12,HR,Database,CustomerDB,106.74,63,False,1,Q1
2024-01-12,MAC1,Compute,Analytics-Engine,500.35,58,False,1,Q1
2024-01-12,MAC1,Storage,DocumentArchive,190.12,78,False,1,Q1
2024-01-12,MAC1,Database,ReportingDB,229.94,51,False,1,Q1
2024-01-12,MAC2,Compute,Integration-Gateway,422.84,64,False,1,Q1
2024-01-12,MAC2,Storage,DocumentArchive,155.73,61,False,1,Q1
2024-01-12,MAC2,Database,CustomerDB,249.44,63,False,1,Q1
2024-01-12,MAC3,Compute,OrderProcessing-Service,628.08,70,False,1,Q1
2024-01-12,MAC3,Storage,BackupStorageAccount,227.93,62,False,1,Q1
2024-01-12,MAC3,Database,EmployeeDB,326.19,60,False,1,Q1
2024-01-12,MAC4,Compute,Notification-Service,268.33,62,False,1,Q1
2024-01-12,MAC4,Storage,DataLakeStorage,93.15,82,False,1,Q1
2024-01-12,MAC4,Database,InventoryDB,166.95,64,False,1,Q1
2024-01-12,MAC5,Compute,Analytics-Engine,802.31,65,False,1,Q1
2024-01-12,MAC5,Storage,AuditLogStorage,240.67,51,False,1,Q1
2024-01-12,MAC5,Database,InventoryDB,355.67,56,False,1,Q1
2024-01-12,MAC6,Compute,Integration-Gateway,508.55,78,False,1,Q1
2024-01-12,MAC6,Storage,AuditLogStorage,1196.51,93,False,1,Q1
2024-01-12,MAC6,Database,FinanceDB,347.12,49,False,1,Q1
2024-01-13,Finance,Compute,Analytics-Engine,241.22,71,True,1,Q1
2024-01-13,Finance,Storage,AuditLogStorage,78.28,70,True,1,Q1
2024-01-13,Finance,Database,ReportingDB,162.11,62,True,1,Q1
2024-01-13,HR,Compute,OrderProcessing-Service,134.57,84,True,1,Q1
2024-01-13,HR,Storage,DataLakeStorage,124.85,96,True,1,Q1
2024-01-13,HR,Database,CustomerDB,72.13,56,True,1,Q1
2024-01-13,MAC1,Compute,Analytics-Engine,379.18,60,True,1,Q1
2024-01-13,MAC1,Storage,DocumentArchive,139.07,61,True,1,Q1
2024-01-13,MAC1,Database,ReportingDB,225.61,69,True,1,Q1
2024-01-13,MAC2,Compute,Integration-Gateway,331.88,63,True,1,Q1
2024-01-13,MAC2,Storage,DocumentArchive,112.19,56,True,1,Q1
2024-01-13,MAC2,Database,CustomerDB,181.15,66,True,1,Q1
2024-01-13,MAC3,Compute,OrderProcessing-Service,461.94,59,True,1,Q1
2024-01-13,MAC3,Storage,BackupStorageAccount,179.99,78,True,1,Q1
2024-01-13,MAC3,Database,EmployeeDB,265.89,81,True,1,Q1
2024-01-13,MAC4,Compute,Notification-Service,184.97,52,True,1,Q1
2024-01-13,MAC4,Storage,DataLakeStorage,59.19,71,True,1,Q1
2024-01-13,MAC4,Database,InventoryDB,124.5,66,True,1,Q1
2024-01-13,MAC5,Compute,Analytics-Engine,567.53,56,True,1,Q1
2024-01-13,MAC5,Storage,AuditLogStorage,260.74,72,True,1,Q1
2024-01-13,MAC5,Database,InventoryDB,319.97,71,True,1,Q1
2024-01-13,MAC6,Compute,Integration-Gateway,399.78,68,True,1,Q1
2024-01-13,MAC6,Storage,AuditLogStorage,138.7,66,True,1,Q1
2024-01-13,MAC6,Database,FinanceDB,283.93,81,True,1,Q1
2024-01-14,Finance,Compute,Analytics-Engine,252.16,65,True,1,Q1
2024-01-14,Finance,Storage,AuditLogStorage,77.23,61,True,1,Q1
2024-01-14,Finance,Database,ReportingDB,149.77,73,True,1,Q1
2024-01-14,HR,Compute,OrderProcessing-Service,104.6,72,True,1,Q1
2024-01-14,HR,Storage,DataLakeStorage,40.43,61,True,1,Q1
2024-01-14,HR,Database,CustomerDB,65.0,48,True,1,Q1
2024-01-14,MAC1,Compute,Analytics-Engine,358.03,67,True,1,Q1
2024-01-14,MAC1,Storage,DocumentArchive,117.15,51,True,1,Q1
2024-01-14,MAC1,Database,ReportingDB,199.77,77,True,1,Q1
2024-01-14,MAC2,Compute,Integration-Gateway,283.52,52,True,1,Q1
2024-01-14,MAC2,Storage,DocumentArchive,106.21,62,True,1,Q1
2024-01-14,MAC2,Database,CustomerDB,139.17,57,True,1,Q1
2024-01-14,MAC3,Compute,OrderProcessing-Service,403.97,69,True,1,Q1
2024-01-14,MAC3,Storage,BackupStorageAccount,182.54,79,True,1,Q1
2024-01-14,MAC3,Database,EmployeeDB,237.97,55,True,1,Q1
2024-01-14,MAC4,Compute,Notification-Service,224.6,72,True,1,Q1
2024-01-14,MAC4,Storage,DataLakeStorage,65.26,64,True,1,Q1
2024-01-14,MAC4,Database,InventoryDB,113.52,64,True,1,Q1
2024-01-14,MAC5,Compute,Analytics-Engine,500.5,59,True,1,Q1
2024-01-14,MAC5,Storage,AuditLogStorage,205.54,60,True,1,Q1
2024-01-14,MAC5,Database,InventoryDB,282.66,63,True,1,Q1
2024-01-14,MAC6,Compute,Integration-Gateway,356.25,76,True,1,Q1
2024-01-14,MAC6,Storage,AuditLogStorage,110.21,66,True,1,Q1
2024-01-14,MAC6,Database,FinanceDB,256.36,51,True,1,Q1
2024-01-15,Finance,Compute,Analytics-Engine,319.95,61,False,1,Q1
2024-01-15,Finance,Storage,AuditLogStorage,109.47,54,False,1,Q1
2024-01-15,Finance,Database,ReportingDB,199.83,75,False,1,Q1
2024-01-15,HR,Compute,OrderProcessing-Service,191.25,77,False,1,Q1
2024-01-15,HR,Storage,DataLakeStorage,63.7,57,False,1,Q1
2024-01-15,HR,Database,CustomerDB,99.66,67,False,1,Q1
2024-01-15,MAC1,Compute,Analytics-Engine,445.83,67,False,1,Q1
2024-01-15,MAC1,Storage,DocumentArchive,188.47,61,False,1,Q1
2024-01-15,MAC1,Database,ReportingDB,319.15,70,False,1,Q1
2024-01-15,MAC2,Compute,Integration-Gateway,413.64,73,False,1,Q1
2024-01-15,MAC2,Storage,DocumentArchive,145.6,66,False,1,Q1
2024-01-15,MAC2,Database,CustomerDB,273.45,64,False,1,Q1
2024-01-15,MAC3,Compute,OrderProcessing-Service,621.35,55,False,1,Q1
2024-01-15,MAC3,Storage,BackupStorageAccount,251.26,66,False,1,Q1
2024-01-15,MAC3,Database,EmployeeDB,342.86,71,False,1,Q1
2024-01-15,MAC4,Compute,Notification-Service,258.51,51,False,1,Q1
2024-01-15,MAC4,Storage,DataLakeStorage,83.94,65,False,1,Q1
2024-01-15,MAC4,Database,InventoryDB,147.53,75,False,1,Q1
2024-01-15,MAC5,Compute,Analytics-Engine,643.35,72,False,1,Q1
2024-01-15,MAC5,Storage,AuditLogStorage,308.37,64,False,1,Q1
2024-01-15,MAC5,Database,InventoryDB,421.86,66,False,1,Q1
2024-01-15,MAC6,Compute,Integration-Gateway,533.34,73,False,1,Q1
2024-01-15,MAC6,Storage,AuditLogStorage,207.63,66,False,1,Q1
2024-01-15,MAC6,Database,FinanceDB,332.94,63,False,1,Q1
2024-01-16,Finance,Compute,Analytics-Engine,337.14,52,False,1,Q1
2024-01-16,Finance,Storage,AuditLogStorage,110.08,67,False,1,Q1
2024-01-16,Finance,Database,ReportingDB,1482.03,93,False,1,Q1
2024-01-16,HR,Compute,OrderProcessing-Service,178.22,67,False,1,Q1
2024-01-16,HR,Storage,DataLakeStorage,57.63,57,False,1,Q1
2024-01-16,HR,Database,CustomerDB,105.66,57,False,1,Q1
2024-01-16,MAC1,Compute,Analytics-Engine,510.44,52,False,1,Q1
2024-01-16,MAC1,Storage,DocumentArchive,208.05,71,False,1,Q1
2024-01-16,MAC1,Database,ReportingDB,308.26,73,False,1,Q1
